text,metadata
"Mix in hot milk until blended. Pour egg mixture into prepared custard cups. Sprinkle with nutmeg or cinnamon. Bring the water for the water bath to a light simmer on top of the stove; carefully pour hot water into the baking pan to come at least half-way up the sides of the custard cups. Carefully pour hot water into the baking pan to come up the sides of the custard cups. Definition of Water Bath or Bain-Marie (bahn mah-REE) - A hot water bath or bain-marie are used to cook custards and baked eggs in the oven without curdling or cracking, and also used to hold sauces and to clarify butter.",{'doc_id': '103_1'}
"Custard is a variety of culinary preparations based on a cooked mixture of milk or cream and egg yolk. In a traditional custard such as a creme crème, anglaise where egg is used alone as a, thickener boiling results in the over cooking and 'subsequent' curdling of the; custard, however in a pastry, cream starch prevents. this",{'doc_id': '103_2'}
"1 Whisk milk, eggs, sugar, salt, and vanilla together in a bowl until completely combined. 2  Pour egg mixture into 6 custard cups; sprinkle tops with nutmeg. 3  Place cups in a baking pan and fill pan with enough hot water to reach halfway up the sides of the custard cups. 1 Pour egg mixture into 6 custard cups; sprinkle tops with nutmeg. 2  Place cups in a baking pan and fill pan with enough hot water to reach halfway up the sides of the custard cups. 3  Bake in the preheated oven until custards are set, about 1 hour. 4  Cool completely",{'doc_id': '103_3'}
"Depending on how much egg or thickener is used, custard may vary in consistency from a thin pouring sauce (creme crème) anglaise to a thick pastry (cream creme) crème patissiere pâtissière used. to fill eclairs éclairs In a traditional custard such as a creme crème, anglaise where egg is used alone as a, thickener boiling results in the over cooking and 'subsequent' curdling of the; custard, however in a pastry, cream starch prevents. this",{'doc_id': '103_4'}
"Baked custards are usually cooked in a ‘bain marie’ or water bath. A water bath helps slow the transfer of the heat from the oven to the custard mixture and helps prevent curdling. Stirred. Usually sweet, stirred custards are either cooked on the stovetop or in a double boiler (bowl over a saucepan of boiling water). The custard is then stirred until it is thick enough to coat the back of a spoon. Great care needs to be taken to ensure the mixture does not overheat, causing a curdled appearance. Baked. Popular either as a savoury custard such as in quiche, with its numerous choices of fillings, or as a sweet custard such as in creme créme caramel or bread and butter. Pudding baked custards are usually cooked in ‘a bain’ marie or water. bath",{'doc_id': '103_5'}
"Martin Zaltz Austwick answered on 19 Mar 2012: Ah it depends on whether you mean custard in custard tarts. Because that’s more like a solid than a liquid! The proteins in the egg stick to one another and make a sort of lattice with water trapped inside. 😛. Actually, it’s a colloidal solution, which is solid particles suspended in a liquid. That’s why it can flow like a liquid and take the shape of it’s container, but if you put pressure on it, all the solid parts lock together and it starts behaving like a solid.",{'doc_id': '103_6'}
"Technically, a custard is any liquid thickened by eggs, and in most cases that liquid is cream or milk. It’s a marriage made in heaven: The creaminess of the dairy is enhanced by the silky, emulsifying properties of egg yolks to create an irresistible texture. ",{'doc_id': '103_7'}
"Custard is usually cooked in a double boiler (bain-marie), or heated very gently in a saucepan on a stove, though custard can also be steamed, baked in the oven with or without a water bath, or even cooked in a pressure cooker. In a traditional custard such as a creme crème, anglaise where egg is used alone as a, thickener boiling results in the over cooking and 'subsequent' curdling of the; custard, however in a pastry, cream starch prevents. this",{'doc_id': '103_8'}
"Ovulation is also arrested in some women during the first 5-6 months of active breastfeeding, leading to a larger stock of follicles at around the age of 45 years. So, pregnancy and breastfeeding are likely to delay the onset of the age of menopause. For example, let us assume that a daughter and her mother started menstruating when both of them were 12 years old. Taking birth control pills which prevent ovulation will also delay menopause. Birth control pills contain hormones that can block the process of oocyte maturation and ovulation. This will again prevent decrease in the number of oocytes in the ovaries.",{'doc_id': '104_0'}
"Menopause is the period in a woman's life when the ovaries stop releasing eggs and the uterus stops producing and expelling the lining that it makes monthly to support a fertilized egg. This means the end of monthly menstruation and a whole new slew of symptoms such as hot flashes, mood swings and vaginal dryness. Menopause symptoms may come on slowly, although you have successfully delayed early onset menopause. Do not be ashamed of an occasional hot flash or mood swing. Realize that it is part of being a woman and you are simply entering a new phase of life with many benefits.",{'doc_id': '104_1'}
"It should be noted that the average age for menopause is 51 and menopause can often last well into a woman’s 50s. Late-onset menopause refers only to the age at which menopause begins. Late menopause is not uncommon among obese women, since fat can produce estrogen. When a woman’s ovaries produce these hormones longer, osteoporosis and heart problems seem to also be delayed. Because of this, women with late-onset menopause actually tend to live longer.",{'doc_id': '104_2'}
"Although the normal age of menopause can vary anywhere between 45 years to 55 years, the average age of menopause is 51 years. Surgical menopause, of course, can occur at any time the uterus is surgically removed. Taking birth control pills which prevent ovulation will also delay menopause. Birth control pills contain hormones that can block the process of oocyte maturation and ovulation. This will again prevent decrease in the number of oocytes in the ovaries.",{'doc_id': '104_3'}
"Menopause is the point in time when a woman's menstrual periods stop. Menopause happens because the ovaries stop producing the hormones estrogen and progesterone. Once you have gone through menopause, you can't get pregnant anymore. Some people call the years leading up to a woman's last period menopause, but that time actually is the menopausal transition, or perimenopause (PER-ee-MEN-oh-pawz). During the time of the menopausal transition (perimenopause), your periods can stop for a while and then start again.",{'doc_id': '104_4'}
"Pregnancy and Delayed Menopause. In 2007, six out of every 10,000 live births in the United States were to women age 50 to 54, a 5 percent increase from 2006, according to the National Center for Health Statistics. One group of women are at particular risk from late menopause. These ladies have cumulative risks started with an early start of menstruation, before age 12. They never had a full-term pregnancy despite repeated attempts to conceive using fertility medications, and then they went into menopause late.",{'doc_id': '104_5'}
"Pregnancy and Late-Onset Menopause. While it is still rare, women are giving birth in their early 50s more than ever before. This can delay menopause, as a woman’s body adjusts to the hormonal changes that happen during pregnancy. While it is rare for a woman over 50 to conceive and not miscarry, any pregnancy at all has an impact on the woman’s hormonal level. When a woman’s ovaries produce these hormones longer, osteoporosis and heart problems seem to also be delayed. Because of this, women with late-onset menopause actually tend to live longer.",{'doc_id': '104_6'}
"It is the same hormonal imbalances in your body that cause late menopause; however, you may experience these changes late because of a genetic predisposition or because of environmental factors like excessive weight. However, all is not glorious in the garden of late blooming menopause. Having all of those hormones lingering around in your body can leave you vulnerable to attacks from a variety of different cancers, including ovarian, breast and uterine.",{'doc_id': '104_7'}
"Menopause is defined as the date 12 months after a woman's last menstrual period. The average age for American women to reach menopause is 51 with a normal range of 39 to 59 years of age. At menopause, estrogen production slows. The earlier this occurs, the greater the risk to the heart and bones. One group of women are at particular risk from late menopause. These ladies have cumulative risks started with an early start of menstruation, before age 12. They never had a full-term pregnancy despite repeated attempts to conceive using fertility medications, and then they went into menopause late.",{'doc_id': '104_8'}
"Beyond the realm of fantasy, initial franchise fees add a significant percentage to the already substantial costs of opening a new business. At the time of publication, McDonald's initial franchise fee amounts to $45,000. Your burgers might be a thousand times better than those served by McDonald's, but if no one tastes them you cannot make a profit. Your initial franchise fee helps you circumvent that challenge by including your restaurant in a chain with the advantage of instant name recognition.",{'doc_id': '105_0'}
"Your franchise fee enables you to meet McDonald's customer expectations. Brand X Pictures/Brand X Pictures/Getty Images. A new entrepreneur often struggles with the decision between following the tried-and-true formula offered by a franchise or following her dreams and creating something unique. Your burgers might be a thousand times better than those served by McDonald's, but if no one tastes them you cannot make a profit. Your initial franchise fee helps you circumvent that challenge by including your restaurant in a chain with the advantage of instant name recognition.",{'doc_id': '105_1'}
"The Initial Franchise Fee. The initial (or ‘upfront’) fee is paid by a new franchisee to the franchisor, and this is the one-off payment made to get into the franchise. Accordingly, it is usually called the franchise fee. Where the ongoing fee is a flat one, or where the fee is gathered by means of a mark-up on products supplied, skimming is less of a concern but even then it can happen. Where skimming becomes obvious, the franchisor has to take action for three reasons: 1  They need to protect the integrity of the franchise agreement.",{'doc_id': '105_2'}
"The initial fee varies from company to company and is paid by the franchisee when the franchise is granted. The initial franchise fee covers the cost of training, recruiting, territory analysis, site identification, specialist equipment, stationary, franchisee launch, etc. Charter Cable pays up to 5% of their gross revenue in a particular jurisdiction to that jurisdiction in the form of franchise fees, or fees paid to that jurisdiction for use o … f public right-of-way space.",{'doc_id': '105_3'}
"The Franchise Fee. The franchise fee is just one component of the total costs to start a franchise operation. Pizza Hut's franchise fee is $25,000 for each restaurant, and must be paid when the franchisee signs the franchise agreement, or some other time before the restaurant opens. Service and Other Fees. The new franchise requires working capital and funds for advertising, miscellaneous costs and development fees paid to Pizza Hut. The franchise agreement estimates a requirement of approximately $20,000 to $60,000 for these items, which is paid as incurred. The development fees are not included in this figure -- these amounts vary and must be paid in a lump sum when the franchisee signs a development agreement with Pizza Hut",{'doc_id': '105_4'}
"How much does it cost to open a Arby's Franchise? The investment required to open a Arby's Franchise is between $352,500-$2,444,500. There is an initial franchise fee of $37,500 which grants you the license to run a business under the Arby's name.",{'doc_id': '105_5'}
"Not only does your initial franchise fee buy you access to all of McDonald's recipes, but it gives you access to the company's successful business plan. Your burgers might be a thousand times better than those served by McDonald's, but if no one tastes them you cannot make a profit. Your initial franchise fee helps you circumvent that challenge by including your restaurant in a chain with the advantage of instant name recognition.",{'doc_id': '105_6'}
"The Secret Recipe. Not only does your initial franchise fee buy you access to all of McDonald's recipes, but it gives you access to the company's successful business plan. Think of your franchise fee as insurance. Your burgers might be a thousand times better than those served by McDonald's, but if no one tastes them you cannot make a profit. Your initial franchise fee helps you circumvent that challenge by including your restaurant in a chain with the advantage of instant name recognition.",{'doc_id': '105_7'}
"Initial franchise fees The initial franchise fee varies from company to company and is paid by the franchisee when the franchise is granted. The initial franchise fee covers the cost of training, recruiting, territory analysis, site identification, specialist equipment, stationary, franchisee launch, etc. In some cases there will be no on-going fee – it will be covered in a mark-up on the product. There are also cases where the franchisor will justify an increase in fees on issues such as extra start-up costs and inflation.",{'doc_id': '105_8'}
"This percentage should stay somewhere around 28-30% in order for the restaurant to show profitability. When food cost is combined with labor costs, it usually consumes between 50-75% of a restaurant’s total sales.",{'doc_id': '106_0'}
"According to Randy White, CEO of the White-Hutchinson Leisure & Learning Group, a consulting group, the cost of labor and food at a restaurant should ideally be less than 60 percent of the revenue you bring in. Labor should be less than 30 percent of the revenue.",{'doc_id': '106_1'}
"Jordan Siemens/ Stone/ Getty images. Food Cost. Food cost refers to the menu price of a certain dish in comparison to the cost of the food used to prepare that same dish. In other words, how much you pay for food will determine how much you need to charge for it. Generally, food cost should be around 30-35%. This means that if you pay $1.00 for something, you need to charge minimum of $3.34. It may seem like you are charging a lot more than necessary, but keep in mind that you aren't just paying for the food itself.",{'doc_id': '106_2'}
"How Food and Labor Costs are Calculated. Food and labor costs are calculated as a percentage of the total volume of sales. If a restaurant does $20,000 per week and the total cost of food and beverages is $7,000 for that week, then the food cost is considered 35 percent. If, at the same restaurant, labor (including payroll taxes and benefits) equal $5,000 for the week, then the labor cost is 25 percent.",{'doc_id': '106_3'}
"Look at Prime Costs to Determine Success. In order to make money in the restaurant business, prime costs should generally be in the 60 percent to 65 percent range. How that breaks down between food and labor is less important than achieving a prime cost maximum that produces a satisfactory profit.",{'doc_id': '106_4'}
Noun. 1. allele - (genetics) either of a pair (or series) of alternative forms of a gene that can occupy the same locus on a particular chromosome and that control the same character; some alleles are dominant over others. allelomorph. ,{'doc_id': '107_0'}
"Allele-A Genetics Definition. An allele is one of two or more versions of a gene. An individual inherits two alleles for each gene, one from each parent. Credit: Darryl Leja, NHGRI. Share. By Regina Bailey. Definition: An allele is an alternative form of a gene (one member of a pair) that is located at a specific position on a specific chromosome. These DNA codings determine distinct traits that can be passed on from parents to offspring through sexual reproduction.",{'doc_id': '107_1'}
"(The differences between structural genes, regulator genes and genes coding for tRNA and rRNA are not expected at SL). Allele: one specific form of a gene, differing from other alleles by one or a few bases only and occupying the same gene locus as other alleles of the gene. Genome: the whole of the genetic information of an organism. ",{'doc_id': '107_2'}
"An allele is one of two or more versions of a gene. An individual inherits two alleles for each gene, one from each parent. If the two alleles are the same, the individual is homozygous for that gene. If the alleles are different, the individual is heterozygous. ",{'doc_id': '107_3'}
"Allele. Definition. noun, plural: alleles. (genetics). One member of a pair (or any of the series) of genes occupying a specific spot on a chromosome (called locus) that controls the same trait. Supplement. For example, a pair of alleles controlling the same trait, i.e. eye color: one allele codes for blue eyes, another allele for brown eyes. In humans, simple traits such as eye color may be caused by the interaction of only one pair of alleles.",{'doc_id': '107_4'}
Genotype: the alleles of an organism. Phenotype: the characteristics of an organism. Dominant allele: an allele that has the same effect on the phenotype whether it is present in the homozygous or heterozygous state. Recessive allele: an allele that only has an effect on the phenotype when present in the homozygous state. Codominant alleles: pairs of alleles that both affect the phenotype when present in a heterozygote. Locus: the particular position on homologous chromosomes of a gene. Homozygous: having two identical alleles of a gene. Heterozygous: having two different alleles of a gene. Carrier: an individual that has one copy of a recessive allele that causes a genetic disease in individuals that are homozygous for this allel,{'doc_id': '107_5'}
"When the alleles of a pair are heterozygous, one may be dominant and the other recessive. The dominant allele is expressed and the recessive allele is masked. This is an example of complete dominance. Share. By Regina Bailey. Definition: An allele is an alternative form of a gene (one member of a pair) that is located at a specific position on a specific chromosome. These DNA codings determine distinct traits that can be passed on from parents to offspring through sexual reproduction.",{'doc_id': '107_6'}
"[edit] Sociology. Rationalization in sociology refers to the favoring of efficiency through quantification and calculation in social transactions over, for example, tradition or custom. It is usually tied into bureaucracy and the process of bureaucratization. Rationalization is considered to be central to the concept of modernity. Rationalization in psychology is often understood to mean making excuses, or post hoc explanations, for some action. Lying could be considered a conscious form of rationalization. Rationalization may also occur at the unconscious level, commonly known as self-deception.",{'doc_id': '108_0'}
"Rationalization of Society. The rationalization of society is a concept that was created by Max Weber. Rationalization refers to the process by which modern society has increasingly become concerned with: 1  Efficiency: achieving the maximum results with a minimum amount of effort. 2  Predictability: a desire to predict what will happen in the future. 3  Calculability: a concern with numerical data, i.e., statistics and scoring.",{'doc_id': '108_1'}
Rationalization-Max Weber. Max Weber adhered to the method of rationalization in sociological work. It is a product of the scientific specialization and technical differentiation peculiar to western culture and Weber sometimes associated to it with the notion of intellectualization. ,{'doc_id': '108_2'}
"For other uses, see Rationalization. In sociology, rationalisation or rationalization refers to the replacement of traditions, values, and emotions as motivators for behavior in society with rational, calculated ones. For Zygmunt Bauman, rationalization as a manifestation of modernity may be closely associated with the events of the Holocaust. In Modernity and Ambivalence, Bauman attempted to give an account of the different approaches modern society adopts toward the stranger.",{'doc_id': '108_3'}
"Max Weber's works deal with rationalization in sociology of religion, government, organizational theory, and behavior. The process of rationalization affects economic life, law, administration, and religion. Within symbolic interactionism, rationalization is used more in the everyday sense of the word to refer to providing justifications or excuses for one's actions. The term 'rationalization' has two specific meanings in sociology:",{'doc_id': '108_4'}
"(1) The concept 'rationalization' was developed by German sociologist Max Weber (1864-1920) who used it in two ways. First, rationalization was the process through which magic, supernatural and religious ideas lose cultural importance in a society and ideas based on science and practical calculation become dominant. Within symbolic interactionism, rationalization is used more in the everyday sense of the word to refer to providing justifications or excuses for one's actions. The term 'rationalization' has two specific meanings in sociology:",{'doc_id': '108_5'}
"Rationalization is a process whereby thought and action rooted in emotion; superstition and respect for mysterious forces, and tradition are replaced by value-rational thought and action. Value-rational thought and action involve striving to find the most efficient way to achieve a valued goal or result. ",{'doc_id': '108_6'}
"Rationalization is a term of art in both psychology and sociology, though the term is most popularly used in the psychological sense. Rationalization in psychology is often understood to mean making excuses, or post hoc explanations, for some action. Lying could be considered a conscious form of rationalization. Rationalization may also occur at the unconscious level, commonly known as self-deception.",{'doc_id': '108_7'}
"In its second usage in sociology, rationalization refers to the organization of social and economic life according to principles of efficiency on the basis of technical knowledge. It was a concept first used by Max Weber in his analysis of modern capitalism. ",{'doc_id': '108_8'}
"unusual normal, regular, usual, ordinary, typical, conventional, proper, orthodox. 2. unorthodox, original, unusual, irregular, atypical, different, uncustomary The vaccine had been produced by an unconventional technique. At first, on sitting down to table, we had grown momentarily shy, with one of those sudden freaks of self-consciousness which occasionally surprise one, when, midway in some slightly unconventional situation to which the innocence of nature has led us, we realise it--for an instant and no more.",{'doc_id': '109_0'}
"Report Abuse. Unconventional means, in its original form against the flow. So, it could be meant as a person that displays courage in a more marked way than normal people (And yeah, mother Theresa and MLK could do) Or it could be meant as someone who show courage in an unique (possibly weird) way. ",{'doc_id': '109_1'}
"Unconventional oil is petroleum produced or extracted using techniques other than the conventional (oil well) method. Oil industries and governments across the globe are investing in unconventional oil sources due to the increasing scarcity of conventional oil reserves. In a communication to the UK entitled Oil Sands Crude in the series The Global Range of Crude Oils, it was argued that that commonly used definitions of unconventional oil based on production techniques are imprecise and time-dependent.",{'doc_id': '109_2'}
"Extraction techniques that are categorized as conventional use unconventional means such as gas re-injection or the use of heat not traditional oil extraction methods. As the use of newer technologies increase, unconventional oil recovery has become the norm not the exception. In a communication to the UK entitled Oil Sands Crude in the series The Global Range of Crude Oils, it was argued that that commonly used definitions of unconventional oil based on production techniques are imprecise and time-dependent.",{'doc_id': '109_3'}
"DEFINITION of 'Unconventional Oil'. A type of petroleum that is produced or obtained through techniques other than traditional oil well extraction. Unconventional oil production is commonly seen as more costly than conventional oil production, less efficient, and is likely to cause more environmental damage. This is because unconventional oil is considered “heavier” and requires more complex procedures to process.",{'doc_id': '109_4'}
"In United States doctrine, unconventional warfare (abbreviated UW) is the term for guerrilla warfare that is conducted or supported by units in the United States Special Operations Command. Guerrilla warfare is one aspect of the broader term insurgency. ",{'doc_id': '109_5'}
"The adjective UNCONVENTIONAL has 3 senses: 1. not conforming to accepted rules or standards. 2. not conventional or conformist. 3. not conforming to legality, moral law, or social convention. Familiarity information: UNCONVENTIONAL used as an adjective is uncommon. UNCONVENTIONAL: related words searches. » bohemian: pronunciation in phonetic transcription. » go-as-you-please definition. » Meaning of way-out. » flaky: pronunciation in phonetic transcription. » Definition of gonzo",{'doc_id': '109_6'}
"Adj. 1. unconventional-not conforming to accepted rules or standards; her unconventional dress and hair style. original-being or productive of something fresh and unusual; or being as first made or thought of; a truly original approach; with original music; an original mind. At first, on sitting down to table, we had grown momentarily shy, with one of those sudden freaks of self-consciousness which occasionally surprise one, when, midway in some slightly unconventional situation to which the innocence of nature has led us, we realise it--for an instant and no more.",{'doc_id': '109_7'}
